IncidentCode,SupplierID,SupplierName,Region,SupplierCategory,ReliabilityScore,WarehouseLocation,ShipmentStatus,DeliveryDelayDays,TransportationCost,InventoryLevel,DemandForecast,IncidentCategory,Title,Description,Severity,ImpactScore,OccurredAt,ResolutionStatus
INC-00445,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,72.33,"Frankfurt, Germany",Delayed,8.84,2761.36,3181.67,3628.18,inventory,Low inventory alert — GlobalTech Components components,Stock levels for Electronics components from GlobalTech Components have dropped below reorder point. Current: 3182 units vs demand forecast: 3628 units.,high,5.73,2025-07-21,in_progress
INC-00446,SUP-010,Bay Area Tech Supplies,North America,Electronics,84.66,"Chicago, USA",On-Time,4.76,24589.21,4067.03,3930.55,supplier,Bay Area Tech Supplies reliability score degradation,"Supplier Bay Area Tech Supplies has shown a pattern of late deliveries over the past 30 days, averaging 4.8 days behind schedule.",medium,3.64,2026-05-15,closed
INC-00447,SUP-004,NorAm Supply Chain,North America,Packaging,65.6,"Los Angeles, USA",On-Time,1.36,19781.7,647.69,650.82,supplier,Geopolitical risk — North America trade route,New regulatory requirements in North America affecting imports from NorAm Supply Chain. Compliance timeline: 18 days.,low,1.08,2025-12-31,open
INC-00448,SUP-010,Bay Area Tech Supplies,North America,Electronics,80.91,"Houston, USA",On-Time,2.72,48620.23,449.58,128.17,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Bay Area Tech Supplies, causing estimated 3-day delay.",low,2.38,2025-07-17,open
INC-00449,SUP-003,EuroLogistics Partners,Europe,Logistics,84.12,"Tokyo, Japan",On-Time,0.26,23837.66,4693.54,2481.1,demand,Demand surge exceeds EuroLogistics Partners capacity,"Q-on-Q demand has increased by 20%, exceeding current supply agreements with EuroLogistics Partners.",low,1.7,2025-06-21,open
INC-00450,SUP-009,Midwest Components Inc,North America,Electronics,70.23,"Mumbai, India",Delayed,6.74,30100.55,523.64,1511.42,demand,Demand surge exceeds Midwest Components Inc capacity,"Q-on-Q demand has increased by 22%, exceeding current supply agreements with Midwest Components Inc.",high,5.61,2026-03-05,open
INC-00451,SUP-003,EuroLogistics Partners,Europe,Logistics,82.79,"Shanghai, China",On-Time,0.0,27143.88,922.8,2713.56,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Shanghai, China port is causing 0-day delays for all EuroLogistics Partners shipments.",high,6.73,2025-06-24,closed
INC-00452,SUP-008,Nordic Cold Chain,Europe,Logistics,99.91,"Mumbai, India",On-Time,1.02,51017.65,920.64,3163.42,supplier,Geopolitical risk — Europe trade route,New regulatory requirements in Europe affecting imports from Nordic Cold Chain. Compliance timeline: 27 days.,high,6.66,2026-02-05,in_progress
INC-00453,SUP-004,NorAm Supply Chain,North America,Packaging,64.8,"Houston, USA",On-Time,0.0,14193.35,595.16,988.35,inventory,Low inventory alert — NorAm Supply Chain components,Stock levels for Packaging components from NorAm Supply Chain have dropped below reorder point. Current: 595 units vs demand forecast: 988 units.,medium,3.94,2025-10-01,in_progress
INC-00454,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,74.16,"Frankfurt, Germany",On-Time,3.43,51178.02,2302.2,1610.59,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 50% due to fuel surcharges and carrier capacity constraints.,medium,3.67,2025-08-10,open
INC-00455,SUP-010,Bay Area Tech Supplies,North America,Electronics,85.52,"Rotterdam, Netherlands",On-Time,2.4,47137.52,2319.97,767.69,supplier,Geopolitical risk — North America trade route,New regulatory requirements in North America affecting imports from Bay Area Tech Supplies. Compliance timeline: 19 days.,low,2.81,2025-11-24,in_progress
INC-00456,SUP-009,Midwest Components Inc,North America,Electronics,71.3,"Frankfurt, Germany",On-Time,3.82,47419.61,2471.61,3983.09,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 56% due to fuel surcharges and carrier capacity constraints.,medium,3.5,2026-03-31,in_progress
INC-00457,SUP-010,Bay Area Tech Supplies,North America,Electronics,84.98,"Shanghai, China",Delayed,5.48,52151.37,4573.09,3603.18,supplier,Bay Area Tech Supplies quality control hold,Batch from Bay Area Tech Supplies placed on quality hold pending inspection. 4573 units temporarily unavailable.,medium,4.06,2026-01-01,in_progress
INC-00458,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,41.46,"Los Angeles, USA",Delayed,13.61,31599.81,111.49,2953.97,shipment,Pacific Rim Manufacturing delivery delayed by customs clearance,"Shipment from Pacific Rim Manufacturing held at Los Angeles, USA customs for 14 days due to documentation issues.",critical,8.46,2025-09-21,open
INC-00459,SUP-003,EuroLogistics Partners,Europe,Logistics,85.14,"Houston, USA",On-Time,0.0,41606.19,170.85,1873.88,shipment,Weather-related disruption — Europe,"Severe weather event in Europe has disrupted logistics for EuroLogistics Partners, causing estimated 0-day delay.",critical,8.91,2025-08-11,open
INC-00460,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,39.26,"Tokyo, Japan",Critical,18.38,30138.78,1518.12,3036.26,inventory,Low inventory alert — Pacific Rim Manufacturing components,Stock levels for Raw Materials components from Pacific Rim Manufacturing have dropped below reorder point. Current: 1518 units vs demand forecast: 3036 units.,critical,8.74,2026-05-25,open
INC-00461,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,61.07,"Tokyo, Japan",On-Time,3.89,21291.5,305.23,1593.52,inventory,Low inventory alert — GlobalTech Components components,Stock levels for Electronics components from GlobalTech Components have dropped below reorder point. Current: 305 units vs demand forecast: 1594 units.,critical,8.62,2026-01-26,closed
INC-00462,SUP-004,NorAm Supply Chain,North America,Packaging,67.91,"Houston, USA",Delayed,9.46,30600.59,3262.74,2975.78,shipment,Port congestion affecting NorAm Supply Chain shipments,"Congestion at Houston, USA port is causing 9-day delays for all NorAm Supply Chain shipments.",high,6.21,2026-03-26,open
INC-00463,SUP-009,Midwest Components Inc,North America,Electronics,68.29,Singapore,On-Time,2.45,5358.57,1758.87,1996.28,demand,Demand surge exceeds Midwest Components Inc capacity,"Q-on-Q demand has increased by 36%, exceeding current supply agreements with Midwest Components Inc.",low,1.9,2026-02-26,open
INC-00464,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,48.92,Singapore,Critical,23.83,6627.36,1983.88,797.37,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 23.8 days behind schedule.",critical,8.49,2025-07-11,closed
INC-00465,SUP-004,NorAm Supply Chain,North America,Packaging,58.03,"Frankfurt, Germany",Delayed,5.97,17537.98,4849.39,2211.6,demand,Demand surge exceeds NorAm Supply Chain capacity,"Q-on-Q demand has increased by 29%, exceeding current supply agreements with NorAm Supply Chain.",medium,3.38,2025-08-08,open
INC-00466,SUP-004,NorAm Supply Chain,North America,Packaging,68.08,"Frankfurt, Germany",On-Time,2.53,19801.5,2914.59,2657.47,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for NorAm Supply Chain, causing estimated 3-day delay.",low,1.92,2025-11-16,in_progress
INC-00467,SUP-003,EuroLogistics Partners,Europe,Logistics,91.43,"Shanghai, China",On-Time,0.69,43831.19,1172.57,1550.42,supplier,Geopolitical risk — Europe trade route,New regulatory requirements in Europe affecting imports from EuroLogistics Partners. Compliance timeline: 11 days.,low,2.85,2025-10-27,resolved
INC-00468,SUP-009,Midwest Components Inc,North America,Electronics,67.05,"Los Angeles, USA",Critical,14.19,46484.58,3479.65,2698.79,shipment,Port congestion affecting Midwest Components Inc shipments,"Congestion at Los Angeles, USA port is causing 14-day delays for all Midwest Components Inc shipments.",critical,8.65,2025-08-19,in_progress
INC-00469,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,55.69,"São Paulo, Brazil",In-Transit,11.57,39478.12,3344.49,3914.29,inventory,Low inventory alert — Gulf Region Distributors components,Stock levels for Manufacturing components from Gulf Region Distributors have dropped below reorder point. Current: 3344 units vs demand forecast: 3914 units.,high,7.34,2025-08-16,in_progress
INC-00470,SUP-008,Nordic Cold Chain,Europe,Logistics,93.41,"Mumbai, India",On-Time,0.0,51174.0,822.46,3883.59,demand,Demand surge exceeds Nordic Cold Chain capacity,"Q-on-Q demand has increased by 28%, exceeding current supply agreements with Nordic Cold Chain.",high,7.44,2026-03-08,closed
INC-00471,SUP-010,Bay Area Tech Supplies,North America,Electronics,78.53,"Houston, USA",On-Time,0.0,40612.82,4615.35,1420.87,inventory,Low inventory alert — Bay Area Tech Supplies components,Stock levels for Electronics components from Bay Area Tech Supplies have dropped below reorder point. Current: 4615 units vs demand forecast: 1421 units.,low,1.62,2025-07-29,in_progress
INC-00472,SUP-010,Bay Area Tech Supplies,North America,Electronics,85.94,"Mumbai, India",On-Time,0.73,6901.5,322.42,2601.12,shipment,Bay Area Tech Supplies delivery delayed by customs clearance,"Shipment from Bay Area Tech Supplies held at Mumbai, India customs for 1 days due to documentation issues.",critical,7.67,2026-03-27,closed
INC-00473,SUP-008,Nordic Cold Chain,Europe,Logistics,86.44,"Tokyo, Japan",On-Time,0.0,53719.49,2002.4,2012.81,supplier,Nordic Cold Chain quality control hold,Batch from Nordic Cold Chain placed on quality hold pending inspection. 2002 units temporarily unavailable.,low,1.3,2026-04-06,closed
INC-00474,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,57.7,Singapore,In-Transit,11.68,17086.47,1789.21,3912.34,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for Southeast Asia Textiles, causing estimated 12-day delay.",high,6.08,2026-03-16,closed
INC-00475,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,60.31,"Frankfurt, Germany",On-Time,2.16,46282.11,3009.78,660.19,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Southeast Asia Textiles. Compliance timeline: 17 days.,low,2.51,2025-11-04,open
INC-00476,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,62.66,"Rotterdam, Netherlands",In-Transit,8.08,23969.24,2801.28,2869.96,shipment,GlobalTech Components delivery delayed by customs clearance,"Shipment from GlobalTech Components held at Rotterdam, Netherlands customs for 8 days due to documentation issues.",high,7.15,2025-08-11,open
INC-00477,SUP-010,Bay Area Tech Supplies,North America,Electronics,80.87,"Dubai, UAE",On-Time,3.91,26562.95,182.86,109.54,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 63%, exceeding current supply agreements with Bay Area Tech Supplies.",medium,3.83,2025-10-14,in_progress
INC-00478,SUP-004,NorAm Supply Chain,North America,Packaging,73.37,"Tokyo, Japan",In-Transit,7.91,28131.66,4854.6,2435.68,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for NorAm Supply Chain, causing estimated 8-day delay.",high,7.45,2025-12-04,closed
INC-00479,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,39.32,"São Paulo, Brazil",Critical,19.27,2929.89,1334.71,2368.45,shipment,Port congestion affecting Pacific Rim Manufacturing shipments,"Congestion at São Paulo, Brazil port is causing 19-day delays for all Pacific Rim Manufacturing shipments.",critical,7.83,2025-08-15,open
INC-00480,SUP-006,Andean Resources Ltd,South America,Raw Materials,69.35,"Mumbai, India",Delayed,6.07,20867.17,1484.79,2165.49,supplier,Geopolitical risk — South America trade route,New regulatory requirements in South America affecting imports from Andean Resources Ltd. Compliance timeline: 20 days.,medium,4.51,2025-07-11,in_progress
INC-00481,SUP-006,Andean Resources Ltd,South America,Raw Materials,85.51,"São Paulo, Brazil",On-Time,0.04,38303.26,1540.31,2773.23,shipment,Andean Resources Ltd delivery delayed by customs clearance,"Shipment from Andean Resources Ltd held at São Paulo, Brazil customs for 0 days due to documentation issues.",medium,3.27,2026-05-20,open
INC-00482,SUP-006,Andean Resources Ltd,South America,Raw Materials,79.93,"Rotterdam, Netherlands",On-Time,0.87,50808.09,856.99,949.72,inventory,Stockout risk for Raw Materials components,"At current consumption rate, Raw Materials component stock will reach zero in 24 days without restocking.",low,2.69,2026-02-14,resolved
INC-00483,SUP-009,Midwest Components Inc,North America,Electronics,67.34,"Shanghai, China",On-Time,0.0,24119.35,4584.35,554.61,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Midwest Components Inc, causing estimated 0-day delay.",low,2.78,2025-08-08,in_progress
INC-00484,SUP-009,Midwest Components Inc,North America,Electronics,70.39,"Los Angeles, USA",On-Time,1.81,39624.43,192.36,3276.84,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 1.8 days behind schedule.",critical,7.92,2025-09-23,open
INC-00485,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,57.82,"Rotterdam, Netherlands",On-Time,0.0,6119.97,3884.73,3053.6,shipment,Southeast Asia Textiles delivery delayed by customs clearance,"Shipment from Southeast Asia Textiles held at Rotterdam, Netherlands customs for 0 days due to documentation issues.",low,1.94,2025-06-23,open
INC-00486,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,78.79,"Tokyo, Japan",In-Transit,6.3,41991.16,3922.74,3688.38,shipment,GlobalTech Components delivery delayed by customs clearance,"Shipment from GlobalTech Components held at Tokyo, Japan customs for 6 days due to documentation issues.",medium,3.18,2025-09-15,closed
INC-00487,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,62.39,"Mumbai, India",Delayed,7.64,10509.54,2528.14,2941.36,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 6 days without restocking.",high,5.93,2025-10-03,open
INC-00488,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,61.95,"Houston, USA",Critical,16.48,2229.43,3640.48,3704.51,supplier,Gulf Region Distributors reliability score degradation,"Supplier Gulf Region Distributors has shown a pattern of late deliveries over the past 30 days, averaging 16.5 days behind schedule.",critical,8.38,2026-02-15,open
INC-00489,SUP-003,EuroLogistics Partners,Europe,Logistics,95.16,Singapore,On-Time,0.0,24476.87,2595.54,1689.55,shipment,Port congestion affecting EuroLogistics Partners shipments,Congestion at Singapore port is causing 0-day delays for all EuroLogistics Partners shipments.,low,2.41,2025-11-09,in_progress
INC-00490,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,77.07,"Frankfurt, Germany",In-Transit,6.23,22393.4,2311.88,2971.08,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 22% due to fuel surcharges and carrier capacity constraints.,medium,4.71,2026-05-19,closed
INC-00491,SUP-008,Nordic Cold Chain,Europe,Logistics,96.44,"Frankfurt, Germany",On-Time,0.62,2677.65,3387.09,2721.17,supplier,Nordic Cold Chain quality control hold,Batch from Nordic Cold Chain placed on quality hold pending inspection. 3387 units temporarily unavailable.,low,1.8,2025-12-21,in_progress
INC-00492,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,44.43,"Tokyo, Japan",On-Time,0.0,10942.33,1850.36,876.44,supplier,Pacific Rim Manufacturing quality control hold,Batch from Pacific Rim Manufacturing placed on quality hold pending inspection. 1850 units temporarily unavailable.,low,2.45,2025-09-12,open
INC-00493,SUP-010,Bay Area Tech Supplies,North America,Electronics,76.01,"Tokyo, Japan",On-Time,0.7,44452.16,4718.96,1488.78,supplier,Bay Area Tech Supplies reliability score degradation,"Supplier Bay Area Tech Supplies has shown a pattern of late deliveries over the past 30 days, averaging 0.7 days behind schedule.",low,2.54,2026-05-09,open
INC-00494,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,44.97,Singapore,Critical,19.34,35303.66,716.31,488.45,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 19.3 days behind schedule.",critical,8.27,2025-06-29,resolved
INC-00495,SUP-006,Andean Resources Ltd,South America,Raw Materials,83.0,"Frankfurt, Germany",In-Transit,6.26,7105.68,428.76,3031.28,inventory,Stockout risk for Raw Materials components,"At current consumption rate, Raw Materials component stock will reach zero in 21 days without restocking.",critical,8.02,2026-02-09,open
INC-00496,SUP-009,Midwest Components Inc,North America,Electronics,58.18,"Frankfurt, Germany",On-Time,2.5,3674.72,2180.51,3668.26,shipment,Midwest Components Inc delivery delayed by customs clearance,"Shipment from Midwest Components Inc held at Frankfurt, Germany customs for 3 days due to documentation issues.",medium,3.35,2025-12-15,resolved
INC-00497,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,60.24,"Tokyo, Japan",In-Transit,7.12,24826.1,1596.68,1617.41,shipment,Weather-related disruption — Middle East,"Severe weather event in Middle East has disrupted logistics for Gulf Region Distributors, causing estimated 7-day delay.",high,6.62,2025-07-28,open
INC-00498,SUP-009,Midwest Components Inc,North America,Electronics,73.67,"São Paulo, Brazil",Delayed,5.94,33325.39,1920.1,2738.3,shipment,Port congestion affecting Midwest Components Inc shipments,"Congestion at São Paulo, Brazil port is causing 6-day delays for all Midwest Components Inc shipments.",medium,3.7,2025-10-25,resolved
INC-00499,SUP-010,Bay Area Tech Supplies,North America,Electronics,93.38,"Chicago, USA",On-Time,2.63,20086.6,531.88,1446.06,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 29%, exceeding current supply agreements with Bay Area Tech Supplies.",high,6.69,2025-12-01,resolved
INC-00500,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,46.68,"Chicago, USA",In-Transit,10.13,10998.3,2715.16,245.77,shipment,Pacific Rim Manufacturing delivery delayed by customs clearance,"Shipment from Pacific Rim Manufacturing held at Chicago, USA customs for 10 days due to documentation issues.",high,6.89,2026-05-04,in_progress
